Name,Price,Image,URL,Description,Specification
SAMSUNG 320LTR DOUBLE DOOR REFRIGERATOR WITH DISPENSER : RB30J3611SA,"KSh99,990.00",https://samsutech.net/wp-content/uploads/2023/06/za-bottom-freezer-303l-rb30j3611sa-fa-536308508.avif,https://samsutech.net/product/bottom-mount-freezer-refrigerator-rb-30j3611sa/,Organize it Better.Enjoy it More: Experience a whole new level of organization and convenience with the refrigerator that maximizes space efficiency.,320Litres Nett Capacity; Digital Inverter Compressor with a 20 Year Warranty; All Round Cooling; Multi Flow; Dairy Compartment; Wine Rack; Power Freeze; Water Dispenser; Colour: Metal Graphite; Barcode: 8806092929777
SAMSUNG 338LTR DOUBLE DOOR REFRIGERATOR WITH DISPENSER : RB33J3611S9,"KSh104,990.00",https://samsutech.net/wp-content/uploads/2023/06/za-bottom-freezer__rbf310g-3050-rb33j3611s9-fa-536308960.avif,https://samsutech.net/product/bottom-mount-freezer-refrigerator-rb-33j3611s9/,Organize it Better.Enjoy it More: Experience a whole new level of organization and convenience with the refrigerator that maximizes space efficiency.,338Litres Nett Capacity; Digital Inverter Compressor with a 20 Year Warranty; All Round Cooling; Multi Flow; Dairy Compartment; Wine Rack; Power Freeze; Water Dispenser; Colour: Refined Inox; Barcode: 8806092926332
SAMSUNG 348LTR BESPOKE TOP MOUNT REFRIGERATOR : RT35CB56218A,"KSh97,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-bespoke-rt35cb56218aut-537747407.avif,https://samsutech.net/product/bespoke-top-mount-freezer-refrigerator-rt-35cb56218a/,More Space Inside: Store more food in a spacious interior without increasing the external dimensions or compromising energy efficiency.,348 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Wi-Fi Embedded; Multi Flow Cooling; Optimal Fresh Zone; Deodorizer; Twist Ice Maker; Coolpack; Colour: Bespoke Clean White + Clean Navy; Barcode: 8806094921533
SAMSUNG 32LTR GRILL MICROWAVE OVEN: MG32DG4524AG,"KSh26,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-6-1.png,https://samsutech.net/product/samsung-32ltr-grill-microwave-oven-mg32dg4524ag/,SAMSUNG 32LTR GRILL MICROWAVE OVEN: MG32DG4524AG,SAMSUNG GRILL MICROWAVE OVEN; • 32 LITRES CAPACITY; • 6 POWEL LEVELS; • 900 WATTS OUTPUT; • CERAMIC ENAMEL CAVITY; • RECESSED HANDLE; • TACT & DIAL CONTROL METHOD; • LED DISPLAY; • SHEATH HEATER GRILL; • ECO MODE; • AUTO COOK; • HOME DESSERT; • DEODORIZATION; • POWER DEFROST; • CHILD LOCK; • BLACK STAINLESS STEEL; • NETT DIMENSIONS (WXHXD); 520 X 300 X 420 MM; BARCODE: 8806095506876
SAMSUNG 393LTR BESPOKE TOP MOUNT REFRIGERATOR : RT38CB66218C,"KSh107,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-bespoke-design-rt38cb66218cut-537743843.png,https://samsutech.net/product/bespoke-top-mount-freezer-refrigerator-rt-38cb66218c/,"Stylishly Unique: Create a beautifully unique kitchen that matches your personal taste and interior design. Inside and out, this modern fridge is a sophisticated addition to any kitchen.",393 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Wi-Fi Embedded; Multi Flow Cooling; Optimal Fresh Zone; Deodorizer; Twist Ice Maker; Coolpack; Colour: Bespoke Clean White + Clean Pink; Barcode: 8806094921564
SAMSUNG 465LTR BESPOKE TOP MOUNT REFRIGERATOR : RT-47CB663122,"KSh134,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-bespoke-design-rt47cb663122ut-537746587.png,https://samsutech.net/product/bespoke-top-mount-freezer-refrigerator-rt-47cb663122/,SAMSUNG 465LTR BESPOKE TOP MOUNT REFRIGERATOR : RT-47CB663122,465 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Wi-Fi Embedded; Multi Flow Cooling & Optimal Fresh Zone; Deodorizer; SmartThings AI Energy Mode; Vegetable & Fruit Drawer; Twist Ice Maker & Coolpack; Colour: Bespoke Clean Black; Barcode: 8806094921670
SAMSUNG 233LTR DOUBLE DOOR COOLWALL REFRIGERATOR : RT28K3082S8,"KSh69,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa_en-top-mount-freezer-rt28k3082s8-rt22k3082s8-ut-001-front-silver.webp,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-28k3082s8/,Works longer more quietly using less energy: minimizes noise and reduces wear and tear for longer-lasting performance.,233 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Coolwallon Bottom Refrigerator Section; Multi flow Air System; In-built Power Stabilizer; No Frost Technology; Cool Pack – upto 8 hours; Silver Technology Deodorizer; 3 Star Energy Rating; Colour: Silver; Barcode: 8806088443492
SAMSUNG 253LTR DOUBLE DOOR COOLWALL REFRIGERATOR : RT31K3082S8,"KSh75,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa_en-top-mount-freezer-rt31k3082s8-rt25k3082s8-ut-001-front-silver.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-31k3082s8/,Ultimate in Flexible Storage: Easily convert your freezer into a fridge to create space for all of the fresh food you like or need to store in different seasons or for special occasions.,253 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; Coolwallon Bottom Refrigerator Section; Multi-flow Air System & No Frost Technology; In-built Power Stabilizer with Smart Connect Inverter; Deodorizing Filter; Freezer Cool Pack (12 hours); 1 Star Energy Rating; Colour: Silver; Barcode: 8806088443621
SAMSUNG 305LTR DOUBLE DOOR REFRIGERATOR : RT31CG5421S9,"KSh86,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-spacemax-rt35cg5421s9ut-537754363-1.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-31cg5421s9/,Moisture-Full Freshness all over the fridge: Preserves freshness…keeps ingredients fresh for longer without drying out.,305 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; Multi Flow Cooling; Deodorizer; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Inox; Barcode: 8806094921526
SAMSUNG 348LTR DOUBLE DOOR REFRIGERATOR : RT35CG5421S9,"KSh97,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-spacemax-rt35cg5421s9ut-537754363.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-35cg5421s9/,"Moisture maintained, freshness guaranteed: Creates a favourable environment for preserving food and keeping ingredients fresh for longer without drying out.",348 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; No Frost; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Inox; Barcode: 8806094921557
SAMSUNG 393LTR DOUBLE DOOR REFRIGERATOR : RT38CG6421S9,"KSh104,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-optimal-fresh-and-space-max-473999-rt47cg6631s9ut-537753465.avif,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-38cg6421s9/,Enjoy long-lasting freshness: Durable and energy efficient with innovative features that preserve food longer.,393 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; Wifi Embedded (Bespoke Model Only); Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Inox; Barcode: 8806094921595
SAMSUNG 393LTR DOUBLE DOOR REFRIGERATOR : RT38CG6421B1,"KSh107,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-top-mount-freezer-optimal-fresh-and-space-max-rt47cg6631b1ut-537747848.avif,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-38cg6421b1/,Enjoy long-lasting freshness: Durable and energy efficient with innovative features that preserve food longer.,393 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; Wifi Embedded (Bespoke Model Only); Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Black; Barcode: 8806094921571
SAMSUNG 415LTR DOUBLE DOOR REFRIGERATOR : RT42CG6621S9,"KSh109,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-3.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-42cg6621s9/,Ultimate Efficiency and Reliability: Maximise the freshness of your food and enjoy significant power savings.,415 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; WiFi Embedded; Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Tempered Glass Shelves x 3; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Inox; Barcode: 8806094921663
SAMSUNG 415LTR DOUBLE DOOR REFRIGERATOR : RT42CG6621B1,"KSh109,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-4.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-42cg6621b1/,Ultimate Efficiency and Reliability: Maximise the freshness of your food and enjoy significant power savings.,415 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; WiFi Embedded; Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Vegetable & Fruit Drawer; Door Pockets x 4 with Egg Container; Twist Ice Maker; Colour: Refined Black; Barcode: 8806094921649
SAMSUNG 465LTR DOUBLE DOOR REFRIGERATOR : RT47CG6631S9,"KSh119,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-2-1.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-47cg6631s9/,Rapidly delivers intensely cold air to fast freeze or cool: All round cooling that maintains constant temperatures from top to bottom hence food stays longer.,465 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; WiFi Embedded; Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Tempered Glass Shelves x 3 & Multi Tray; Vegetable & Fruit Drawer; Twist Ice Maker; Colour: Refined Inox; Barcode: 8806094921717
SAMSUNG 465LTR DOUBLE DOOR REFRIGERATOR : RT47CG6631B1,"KSh119,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-1-1.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-47cg6631b1/,Rapidly delivers intensely cold air to fast freeze or cool: All round cooling that maintains constant temperatures from top to bottom hence food stays longer.,465 Litres Capacity; Digital Inverter Compressor with a 10 Year Warranty; WiFi Embedded; Multi Flow Cooling with Optimal Fresh Zone; Deodorizer; Vegetable & Fruit Drawer; Door Pockets x 4 & Egg Container; Twist Ice Maker & Coolpack; Colour: Refined Black; Barcode: 8806094921700
SAMSUNG 618LTR DOUBLE DOOR REFRIGERATOR WITH DISPENSER : RT85K7111BS,"KSh209,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-rt7000k-top-freezer-with-twin-cooling-plus™-618l-rt62k7111bs-ut-463415942.png,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-85k7111bs/,"Cool, slim energy saver: Treat yourself to utmost freshness and convenience.",618 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Twin Cooling Plus™; Separate Cooling in both Freezer and Refrigerator Compartments; Power Chill and Power Freeze Functions; 5 Modes Smart Conversion (5 Modes); Multi Flow Cooling & No Frost Technology; A+ Energy Class; Colour: Black Inox; Barcode: 8806088893488
SAMSUNG 635LTR SIDE BY SIDE REFRIGERATOR WITH DISPENSER : RS64R5311B4,"KSh289,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-ref-sbs-rs5000-rs64r5311b4-ut-399732297.avif,https://samsutech.net/product/side-by-side-refrigerator-rs64r5311b4/,SAMSUNG 635LTR SIDE BY SIDE REFRIGERATOR WITH DISPENSER : RS64R5311B4,635 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Water & Ice Dispenser (Non Plumbing Model) with large 4.5 Litre Water Tank; Twin Cooling Plus; All-round Cooling System with No Frost Technology; Power Cool / Power Freeze Functions; SpaceMax™ Technology; Deodorizing Filter & Auto Indoor Icemaker; Colour: Gentle Black; Barcode: 8806092053274
SAMSUNG 635LTR SIDE BY SIDE REFRIGERATOR WITH DISPENSER : RS64R53112A,"KSh329,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-side-by-side-rs64r53112a-rs64r53112a-ut-Mirror-Black-188348985.avif,https://samsutech.net/product/side-by-side-refrigerator-rs64r53112a-2/,SAMSUNG 635LTR SIDE BY SIDE REFRIGERATOR WITH DISPENSER : RS64R53112A,635 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Water & Ice Dispenser (Non Plumbing Model) with large 4.5 Litre Water Tank; Twin Cooling Plus & All-round Cooling System; Power Cool / Power Freeze Functions; Tempered Glass Shelves; Deodorizing Filter; Auto Indoor Icemaker; Colour: Mirror Black; Barcode: 8806090150852
SAMSUNG 55″ 4K UHD LED TV SERIES 8  : UA55U8000FU,"KSh63,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-46.png,https://samsutech.net/product/samsung-55%e2%80%b3-4k-uhd-led-tv-series-8-ua55u8000fu/,SAMSUNG 55″ 4K UHD LED TV SERIES 8 : UA55U8000FU,55″ Crystal UHD 4K Smart LED TV; DVB-T2 Digital Tuner Ready; 3840 x 2160 Resolution; One Billion Colours; Crystal UHD Display; Crystal Processor 4K; Dynamic Crystal Colour; Stylish Airslim Design; HDR 10+; 3 Bezel Less Design; Flat Lift Stand; Micro UHD Dimming; 50Hz Refresh Rate; Motion Xcelerator; Object Tracking Sound (OTS Lite); Contrast Enhancer; Auto Motion Plus; Mega Contrast Ratio; Brightness Detection; Picture Clarity; Triple Protection; Web Browser; WiFi Direct; Wireless LAN Built-in; Anynet+ (HDMI-CEC); ConnectShare™ (USB 2.0) / Connect Share™ (HDD); 3 x HDMI; 2 x USB; 1 x Component / AV Shared Input; Barcode: 8806097192022
SAMSUNG BUILT IN HOOD: NK24N7060VB,"KSh64,990.00",https://samsutech.net/wp-content/uploads/2024/06/S300871445_1.jpg,https://samsutech.net/product/samsung-built-in-hood-nk24n7060vb/,SAMSUNG BUILT IN HOOD: NK24N7060VB,SAMSUNG BUILT IN HOOD; • WALL MOUNT INSTALLATION; • TOUCH CONTROL; • 60CM SIZE; • 1 MOTOR & 1 FAN; • 3 EXTRACTION SPEEDS; • 70 Dba SOUND POWER; • 575 CMH MAX EXTRACTION; • 2 X 1.9W LED HOOD LIGHTING; • ALUMINIUM & CHARCOAL FILTER; • DUCTING OR RECIRCULATING EXTRACTION; • BLACK GLASS; • NET DIMENSION – (WXHXD); 596MM X 667 ~ 947MM X 412MM; BARCODE: 8806095035147
SAMSUNG BUILT IN HOOD: NK24M7060VW,"KSh69,990.00",https://samsutech.net/wp-content/uploads/2024/06/S300871442_1.jpg,https://samsutech.net/product/samsung-built-in-hood-nk24m7060vw/,SAMSUNG BUILT IN HOOD: NK24M7060VW,SAMSUNG BUILT IN HOOD; • WALL MOUNT INSTALLATION; • TOUCH CONTROL; • 60CM SIZE; • 1 MOTOR & 1 FAN; • 3 EXTRACTION SPEEDS; • 70 Dba SOUND POWER; • 575 CMH MAX EXTRACTION; • 2 X 1.9W LED HOOD LIGHTING; • ALUMINIUM & CHARCOAL FILTER; • DUCTING OR RECIRCULATING EXTRACTION; • WHITE GLASS; • NET DIMENSION – (WXHXD); 596MM X 667 ~ 947MM X 412MM; BARCODE: 8806095030746
SAMSUNG BUILT IN HOB: NA64N7100AB,"KSh39,990.00",https://samsutech.net/wp-content/uploads/2024/06/S300871444_3.jpg,https://samsutech.net/product/samsung-built-in-hob-na64n7100ab/,SAMSUNG BUILT IN HOB: NA64N7100AB,SAMSUNG BUILT IN HOB; • 4 GAS BURNERS; • KNOB DIAL CONTROL METHOD; • 7.25 Kw TOTAL GAS POWER; • CAST IRON GRIDS; • FLAME FAILURE SAFETY SHUTOFF; • BLACK GLASS; • NET DIMENSION – (WXHXD); 590MM X 57MM X 520MM; BARCODE: 8806095035130
SAMSUNG BUILT IN HOB: NA64B3100AS,"KSh26,990.00",https://samsutech.net/wp-content/uploads/2024/06/Samsung-NA64H3110AS-TR-4-Burner-Gas-Built-in-Cooker-NA64B3100AS.jpg,https://samsutech.net/product/samsung-built-in-hob-na64b3100as/,SAMSUNG BUILT IN HOB: NA64B3100AS,SAMSUNG BUILT IN HOB; • 4 GAS BURNERS; • KNOB DIAL CONTROL METHOD; • 7.25 Kw TOTAL GAS POWER; • ENAMEL GRIDS; • FLAME FAILURE SAFETY SHUTOFF; • STAINLESS STEEL; • NET DIMENSION – (WXHXD); 580MM X 90MM X 510MM; BARCODE: 8806095035123
SAMSUNG BUILT IN OVEN: NV60K5140BB,"KSh54,990.00",https://samsutech.net/wp-content/uploads/2023/06/Samsung-Oven-NV60K5140BB.png,https://samsutech.net/product/samsung-built-in-oven-nv60k5140bb/,SAMSUNG BUILT IN OVEN: NV60K5140BB,"SAMSUNG BUILT IN OVEN; • 60 LITRES CAPACITY; • 2300W OUTPUT; • 1800W CONVECTION; • SINGLE FAN OVEN; • CERAMIC ENAMEL CAVITY; • INTERIOR LAMP; • DROP DOWN DOOR; • POP-UP DIAL & TOUCH CONTROL METHOD; • CLOCK, COOK & END TIMER; • CATALYTIC CLEANING METHOD; • BLACK GLASS; • ACCESSORIES – 2 SQUARE BAKING TRAY & 1; SQUARE WIRE RACK; • NET DIMENSION – (WXHXD) 595MM X; 595MM X 565MM; BARCODE: 8806095035161"
SAMSUNG BUILT IN OVEN: NV60K3110BS,"KSh44,990.00",https://samsutech.net/wp-content/uploads/2023/06/Samsung-Oven-NV60K3110BS-T.png,https://samsutech.net/product/samsung-built-in-oven-nv60k3110bs/,SAMSUNG BUILT IN OVEN: NV60K3110BS,SAMSUNG BUILT IN OVEN; • 60 LITRES CAPACITY; • 2300W OUTPUT; • 1800W CONVECTION; • SINGLE FAN OVEN; • CERAMIC ENAMEL CAVITY; • INTERIOR LAMP; • DROP DOWN DOOR; • POP-UP DIAL CONTROL METHOD; • STAINLESS STEEL; • ACCESSORIES – 2 SQUARE BAKING TRAY & 1; SQUARE WIRE RACK; • NET DIMENSION – (WXHXD) 595MM X; 595MM X 565MM; BARCODE: 8806095035154
SAMSUNG 32LTR SOLO MICROWAVE OVEN: MS32DG4504AT,"KSh24,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-3-2.png,https://samsutech.net/product/samsung-solo-microwave-oven-ms32dg4504at/,SAMSUNG SOLO MICROWAVE OVEN: MS32DG4504AT,SAMSUNG SOLO MICROWAVE OVEN; • 32 LITRES CAPACITY; • 7 POWEL LEVELS; • 1000 WATTS OUTPUT; • CERAMIC ENAMEL CAVITY; • RECESSED HANDLE; • TACT & DIAL CONTROL METHOD; • LED DISPLAY; • ECO MODE; • AUTO COOK; • HOME DESSERT; • DEODORIZATION; • POWER DEFROST; • CHILD LOCK; • STAINLESS STEEL; • NETT DIMENSIONS (WXHXD); 517 X 297 X 424 MM; BARCODE: 8806095507095
SAMSUNG 11KG FRONT LOAD WASHING MACHINE: WW11CGC04DAB,"KSh104,990.00",https://samsutech.net/wp-content/uploads/2023/05/Untitled-design.png,https://samsutech.net/product/samsung-11kg-front-load-washing-machine-ww11cgc04dab/,SAMSUNG 11KG FRONT LOAD WASHING MACHINE: WW11CGC04DAB,SAMSUNG FRONT LOAD WASHING MACHINE; • 11KG WASHING CAPACITY; • LED PANEL DISPLAY; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • ECO BUBBLE TECHNOLOGY; • CHILD LOCK; • DIT MOTOR; • SWIRL DRUM TYPE; • SPIN SPEED 1400RPM; • 15 MINUTE QUICK WASH; • CARVED BLACK DOOR; • BLACK BODY COLOUR; • NET DIMENSION (W X H X D); 600 X 850 X 600 MM; BARCODE: 8806095976617
SAMSUNG 9KG DRYER : DV90TA040AX,"KSh94,990.00",https://samsutech.net/wp-content/uploads/2022/11/Untitled-design-5.png,https://samsutech.net/product/samsung-9kg-dryer-dv90ta040ax/,"Feel free to put your Samsung tumble dryer where you want in the home, and adjust the door to work with the space. The reversible door lets you choose if it opens on the left or the right of the tumble dryer. Then it’s easy to load and unload your laundry, and it’s even easier if it’s positioned next to the washing machine. Need your favourite top dry for an impromptu night out? The 35 Minute Quick Dry cycle dries a load of clothes in just over half an hour*. How handy is that? It’s ideal for loads of up to 1kg. Looking after your machine will make it last longer and get your laundry nice and dry every time. Maintain your tumble dryer and optimise the drying performance with our 2-in-1 filter which collects fluff, meaning the heat exchange filter needs cleaning less often. And in case you forget, the handy clean alarm reminds you when it needs to be done.",SAMSUNG DRYER; • 9KG DRYING CAPACITY; • HEAT PUMP DRYER; • 210 MINUTES CYCLE TIME (MIN); • A++ ENERGY EFFICIENCY CLASS; • INTERIOR DRUM LIGHT; • REVERSIBLE DOOR; • CHILD LOCK; • 3 DRYING LEVELS; • CARVED BLACK DOOR; • INOX BODY COLOUR; Barcode: 8806090666087
