Name,Price,Image,URL,Description,Specification
SAMSUNG 75” 4K UHD LED TV: UA75U8000FU,"KSh129,990.00",https://samsutech.net/wp-content/uploads/2025/06/samsung-ua75u8000fu-169039-v1-original-1.avif,https://samsutech.net/product/samsung-4k-uhd-led-tv-ua75u8000fu/,SAMSUNG 75” 4K UHD LED TV: UA75U8000FU,"SAMSUNG 4K UHD LED TV; • 3,840 X 2,160 4K UHD RESOLUTION; • 60Hz MOTION REFRESH RATE; • CRYSTAL 4K PROCESSOR; • HDR 10+ SUPPORT; • 4K AI UPSCALING; • MEGA CONTRAST; • MOTION XCELERATOR TECHNOLOGY; • COLOR BOOSTER; • OBJECT TRACKING SOUND LITE; • BIXBY (VOICE READY) + WEB BROWSER; • APPLE AIR PLAY; • BLUETOOTH; • METAL STREAM DESIGN; • BASIC FEET STAND TYPE; • 3 X HDMI + 1 X USB; • 1 X ETHERNET (LAN); Barcode: 8806097198888"
SAMSUNG 627LITRES SIDE BY SIDE REFRIGERATOR: RS80F65G3FUT,"KSh329,990.00",https://samsutech.net/wp-content/uploads/2025/06/Untitled-design-4.png,https://samsutech.net/product/samsung-side-by-side-refrigerator-rs80f65g3fut/,SAMSUNG SIDE BY SIDE REFRIGERATOR: RS80F65G3FUT,SAMSUNG SIDE BY SIDE REFRIGERATOR; • 627LITRES/23 CUFT NETT CAPACITY; • AI INVERTER COMPRESSOR WITH 20 YEAR WARRANTY; • NON-PLUMBING ICE AND WATER DISPENSER; • FOOD SHOWCASE METAL COOLING DOOR; • MONO COOLING TYPE; • UV DEODORIZER; • TEMPERED GLASS SHELVES; • TOP INTERIOR LED LIGHT; • INTERNAL DISPLAY; • WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • RECESS DOOR HANDLES; • AUTO OPEN-DOOR TYPE; • TWIST ICE MAKER & EGG TRAY; • COLOR: BLACK DOI; • NETT DIMENSIONS (WXHXD); 912X1786X716MM; BARCODE: 8806097166559
SAMSUNG 634LITRES SIDE BY SIDE REFRIGERATOR: RS80F65J3FUT,"KSh289,990.00",https://samsutech.net/wp-content/uploads/2025/06/RS80F65J1FSH_003_R-Perspective_Black-DOI.png,https://samsutech.net/product/samsung-side-by-side-refrigerator-rs80f65j3fut/,SAMSUNG SIDE BY SIDE REFRIGERATOR: RS80F65J3FUT,SAMSUNG SIDE BY SIDE REFRIGERATOR; • 634LITRES/23 CUFT NETT CAPACITY; • AI INVERTER COMPRESSOR WITH 20 YEAR WARRANTY; • NON-PLUMBING ICE AND WATER DISPENSER; • MONO COOLING TYPE; • TEMPERED GLASS SHELVES; • TOP INTERIOR LED LIGHT; • INTERNAL DISPLAY; • UV DEODORIZER; • WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • RECESS DOOR HANDLES; • AUTO OPEN-DOOR TYPE; • TWIST ICE MAKER & EGG TRAY; • COLOR: BLACK DOI; • NETT DIMENSIONS (WXHXD); 912X1786X716MM; BARCODE: 8806097166566
SAMSUNG 635LITRES SIDE BY SIDE REFRIGERATOR: RS70F65K3TUT,"KSh254,990.00",https://samsutech.net/wp-content/uploads/2025/06/Untitled-design-6.png,https://samsutech.net/product/samsung-side-by-side-refrigerator-rs70f65k3tut/,SAMSUNG SIDE BY SIDE REFRIGERATOR: RS70F65K3TUT,SAMSUNG SIDE BY SIDE REFRIGERATOR; • 635LITRES/23 CUFT NETT CAPACITY; • AI INVERTER COMPRESSOR WITH 20 YEAR WARRANTY; • NON-PLUMBING ICE AND WATER DISPENSER; • MONO COOLING TYPE; • TEMPERED GLASS SHELVES; • TOP INTERIOR LED LIGHT; • INTERNAL DISPLAY; • DEODORIZER; • WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • RECESS DOOR HANDLES; • TWIST ICE MAKER & EGG TRAY; • COLOR: MATT DOI METAL; • NETT DIMENSIONS (WXHXD); 912X1786X716MM; BARCODE: 8806097166535
SAMSUNG 655LITRES SIDE BY SIDE REFRIGERATOR: RS70F65Q3TUT,"KSh209,990.00",https://samsutech.net/wp-content/uploads/2025/06/Untitled-design-1-1.png,https://samsutech.net/product/samsung-side-by-side-refrigerator-rs70f65q3tut/,SAMSUNG SIDE BY SIDE REFRIGERATOR: RS70F65Q3TUT,SAMSUNG SIDE BY SIDE REFRIGERATOR; • 655LITRES/24 CUFT NETT CAPACITY; • AI INVERTER COMPRESSOR WITH 20 YEAR WARRANTY; • MONO COOLING TYPE; • TEMPERED GLASS SHELVES; • TOP INTERIOR LED LIGHT; • INTERNAL DISPLAY; • WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • RECESS DOOR HANDLES; • TWIST ICE MAKER & EGG TRAY; • COLOR: MATT DOI METAL; • NETT DIMENSIONS (WXHXD); 912X1786X716MM; BARCODE: 8806097166542
SAMSUNG DOUBLE DOOR REFRIGERATOR: RT53DG7B60SL,"KSh154,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-10.png,https://samsutech.net/product/samsung-double-door-refrigerator-rt53dg7b60sl/,SAMSUNG DOUBLE DOOR REFRIGERATOR: RT53DG7B60SL,SAMSUNG DOUBLE DOOR REFRIGERATOR• 528LITRES/19.0CUFT NETT CAPACITY• DIGITAL INVERTER COMPRESSOR WITH 20 YEARWARRANTY• NO FROST TWIN COOLING• NON-PLUMBING WATER DISPENSER• WIFI EMBEDDED• SMART THINGS APP SUPPORT• RECESS DOOR HANDLES• TEMPERED GLASS SHELVES• EASY SLIDE SHELF• TWIST ICE MAKER & EGG TRAY• EZ CLEAN STEEL COLOR• NETT DIMENSIONS (WXHXD)790X1855X725MM
SAMSUNG DOUBLE DOOR REFRIGERATOR: RT53DG7B60B1,"KSh159,990.00",https://samsutech.net/wp-content/uploads/2023/09/africa-en-rt6000k-top-freezer-with-twin-cooling-plus™-526l-393754-rt53k6541bs-ut-463415642.avif,https://samsutech.net/product/samsung-double-door-refrigerator-rt53dg7b60b1/,SAMSUNG DOUBLE DOOR REFRIGERATOR: RT53DG7B60B1,SAMSUNG DOUBLE DOOR REFRIGERATOR• 528LITRES/19.0CUFT NETT CAPACITY• DIGITAL INVERTER COMPRESSOR WITH 20 YEARWARRANTY• NO FROST TWIN COOLING• NON-PLUMBING WATER DISPENSER• WIFI EMBEDDED• SMART THINGS APP SUPPORT• RECESS DOOR HANDLES• TEMPERED GLASS SHELVES• EASY SLIDE SHELF• TWIST ICE MAKER & EGG TRAY• BLACK DOI COLOR• NETT DIMENSIONS (WXHXD)790X1855X725MM
"SAMSUNG 75″ 4K NEO Q LED, DBU SERIES 8, NQ4 AI GEN2 SMART DIGITAL: QA75QN85DBU","KSh269,990.00",https://samsutech.net/wp-content/uploads/2025/02/au-qled-qn85d-qa75qn85dbwxxy-540641764.avif,https://samsutech.net/product/samsung-75-4k-neo-q-led-dbu-series-8-nq4-ai-gen2-smart-digital-qa75qn85dbu/,"SAMSUNG 75″ 4K NEO Q LED, DBU SERIES 8, NQ4 AI GEN2 SMART DIGITAL: QA75QN85DBU","UHD 4K 3840 x 2160 Mini-LED Panel; Neo Quantum HDR, HDR10+ & HLG; Smart TV Powered by Tizen; 60 Hz Native Refresh Rate; Motion Xcelerator 120 Hz; ALLM & VRR Support; 4 x HDMI 2.1 & 2 x USB-A; Wi-Fi, Bluetooth & LAN Connectivity; Alexa & SmartThings Compatible; Built-In 40-Watt 2.2-Channel Speakers; Barcode: 8806095510590"
SAMSUNG 85″ LED TV: UA85U8000FU,"KSh199,990.00",https://samsutech.net/wp-content/uploads/2025/10/Untitled-design.png,https://samsutech.net/product/samsung-85-led-tv-ua85u8000fu/,SAMSUNG 85″ LED TV: UA85U8000FU,"SAMSUNG 85” LED TV; • 3,840 X 2,160 4K UHD RESOLUTION; • 60Hz MOTION REFRESH RATE; • CRYSTAL 4K PROCESSOR; • HDR 10+ SUPPORT; • 4K AI UPSCALING; • MEGA CONTRAST; • MOTION XCELERATOR TECHNOLOGY; • COLOR BOOSTER; • OBJECT TRACKING SOUND LITE; • BIXBY (VOICE READY) + WEB BROWSER; • APPLE AIR PLAY; • BLUETOOTH; • METAL STREAM DESIGN; • BASIC FEET STAND TYPE; • 3 X HDMI + 1 X USB; • 1 X ETHERNET (LAN)+ 1 X USB + 1 X ETHERNET (LAN); Barcode: 8806097198932"
SAMSUNG 583LTR SIDE BY SIDE REFRIGERATOR: RS57DG4000M9,"KSh149,990.00",https://samsutech.net/wp-content/uploads/2024/12/sa-en-rs4000dc-side-by-side-with-large-capacity-rs57dg4000m9za-543450046.avif,https://samsutech.net/product/samsung-583ltr-side-by-side-refrigerator-rs57dg4000m9/,SAMSUNG 583LTR SIDE BY SIDE REFRIGERATOR: RS57DG4000M9,SAMSUNG SIDE BY SIDE REFRIGERATOR; • 583LITRES/22.4CUFT; • DIGITAL INVERTER COMPRESSOR WITH 20 YEAR; WARRANTY; • RECESS DOOR HANDLE; • NO FROST; • POWER COOL & POWER FREEZE FUNCTIONS; • TEMPERED GLASS SHELVES; • LED DISPLAY; • DOOR ALARM; • WIFI EMBEDDED; • SMART THINGS APP SUPOORT; • GENTLE SILVER MATT COLOR; • NETT DIMENSIONS (WXHXD); 912 X 1780 X 654MM; BARCODE: 8806095746692
SAMSUNG 430W 3.1 CH SOUND BAR : HW-B650D/KE,"KSh49,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-b-series-soundbar-hw-b650d-hw-b650d-ke-542704116.avif,https://samsutech.net/product/samsung-430w-3-1-ch-sound-bar-hw-b650d-ke/,Sound Quality that’s Smart: Experience crystal clear dialogue that provides balanced sound and beautifully completes your home entertainment experience.,SAMSUNG SOUND BAR; • 3.1 CHANNEL; • 370W POWER OUTPUT; • 4 SPEAKERS; • WIRELESS SUBWOOFER; • DOLBY 5.1CH; • BLUETOOTH; • USB; • WALL MOUNT INCLUDED; • ONE REMOTE CONTROL; Barcode: 8806095486147
SAMSUNG SOLO MICROWAVE: MS23DG4504AT,"KSh18,990.00",https://samsutech.net/wp-content/uploads/2024/11/Untitled-design-5-1.png,https://samsutech.net/product/samsung-solo-microwave-ms23dg4504at/,SAMSUNG SOLO MICROWAVE: MS23DG4504AT,SAMSUNG SOLO MICROWAVE; •23 LITRES CAPACITY; •6 POWEL LEVELS; •800 WATTS OUTPUT; •CERAMIC ENAMEL CAVITY; •DOOR TYPE RECESSED HANDLE; •TACT & DIAL CONTROL METHOD; •WHITE LED DISPLAY; •STAINLESS STEEL COLOR; •NETT DIMENSIONS (WXHXD); 489 X 275 X 377 MM; BARCODE: 8806095506999
SAMSUNG SOLO MICROWAVE: MS23K3515AS,"KSh16,990.00",https://samsutech.net/wp-content/uploads/2024/11/Untitled-design-8.png,https://samsutech.net/product/samsung-solo-microwave-ms23k3513as/,SAMSUNG SOLO MICROWAVE: MS23K3515AS,SAMSUNG SOLO MICROWAVE; •23 LITRES CAPACITY; •6 POWEL LEVELS; •800 WATTS OUTPUT; •CERAMIC ENAMEL CAVITY; •DOOR TYPE HANDLE; •TACT & DIAL CONTROL METHOD; •LED DISPLAY; •SILVER COLOR; •NETT DIMENSIONS (WXHXD); 489 X 275 X 374 MM; BARCODE: 8801643398026
SAMSUNG 11KG/6KG FRONT LOAD WASHER/DRYER: WD11DG5B15BB,"KSh124,990.00",https://samsutech.net/wp-content/uploads/2024/10/uk-wd5000d-515792-wd11dg5b15bbeu-542584014.webp,https://samsutech.net/product/samsung-11kg-front-load-washer-6kg-dryer-wd11dg5b15bb/,SAMSUNG 11KG/6KG FRONT LOAD WASHER/DRYER: WD11DG5B15BB,SAMSUNG FRONT LOAD WASHER DRYER; • 11KG WASHING CAPACITY; • 6KG DRYING CAPACITY; • LED PANEL DISPLAY; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • BUBBLE TECHNOLOGY; • SWIRL DRUM TYPE; • SPIN SPEED 1400RPM; • BLACK TINT DOOR; • BLACK BODY COLOUR; • NET DIMENSION (W X H X D); 600 X 850 X 600 MM; BARCODE: 8806095589022
SAMSUNG 9.2L FREESTANDING DISHWASHER WITH 14 PLACE SETTING: DW60BG750FSL,"KSh139,990.00",https://samsutech.net/wp-content/uploads/2024/09/uk-60cm-built-in-dishwasher-dw60bg750uslet-dw60bg750fsleu-536849002.avif,https://samsutech.net/product/samsung-9-2l-freestanding-dishwasher-dw60bg750fsl/,SAMSUNG 9.2L FREESTANDING DISHWASHER WITH 14 PLACE SETTING: DW60BG750FSL,SAMSUNG FREESTANDING DISHWASHER; • 14 PLACE SETTING; • HIDDEN TOUCH CONTROL; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • AUTO DOOR OPEN DRYING SYSTEM; • 9.2L WATER CONSUMPTION PER CYCLE; • 42 Dba NOISE LEVEL; • 9 WASH PROGRAMS; • SMART CONTROL; • WATER JET CLEANING; • 2 FLEXIBLE RACKS + CUTLERY TRAY; • SILVER BODY COLOUR; • NET DIMENSION (W X H X D); 598 X 845 X 600 MM; BARCODE: 8806094616729
SAMSUNG 9.2L FREESTANDING DISHWASHER WITH 13 PLACE SETTING: DW60BG730FSL,"KSh124,990.00",https://samsutech.net/wp-content/uploads/2024/09/uk-60cm-fully-built-in-dishwasher-dw60bg730fsleu-536847416-1.avif,https://samsutech.net/product/samsung-9-2l-freestanding-dishwasher-dw60bg730fsl/,SAMSUNG 9.2L FREESTANDING DISHWASHER WITH 13 PLACE SETTING: DW60BG730FSL,SAMSUNG FREESTANDING DISHWASHER; • 13 PLACE SETTING; • HIDDEN TOUCH CONTROL; • AUTO DOOR OPEN DRYING SYSTEM; • 9.2L WATER CONSUMPTION PER CYCLE; • 42 Dba NOISE LEVEL; • 9 WASH PROGRAMS; • SMART CONTROL; • WATER JET CLEANING; • 2 FLEXIBLE RACKS + CUTLERY BASKET; • SILVER BODY COLOUR; • NET DIMENSION (W X H X D); 598 X 845 X 600 MM; BARCODE: 8806094616705
SAMSUNG 11KG/6KG FRONT LOAD WASHER/DRYER: WD11DB7B85GB,"KSh129,990.00",https://samsutech.net/wp-content/uploads/2024/08/uk-wd7400d-wd11db7b85gbu1-542320588-1.avif,https://samsutech.net/product/samsung-11kg-front-load-washer-dryer-wd11db7b85gb/,SAMSUNG 11KG/6KG FRONT LOAD WASHER/DRYER: WD11DB7B85GB,SAMSUNG FRONT LOAD WASHER DRYER; • 11KG WASHING CAPACITY; • 6KG DRYING CAPACITY; • AI CONTROL PANEL DISPLAY; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • BUBBLE TECHNOLOGY; • SWIRL DRUM TYPE; • SPIN SPEED 1400RPM; • TEMPERED GLASS DOOR; • BLACK CAVIAR BODY COLOUR; • NET DIMENSION (W X H X D); 600 X 850 X 600 MM; BARCODE: 8806095777979
SAMSUNG 98″ 4K UHD LED TV: UA98DU9000,"KSh399,990.00",https://samsutech.net/wp-content/uploads/2024/08/DU8000-Image.png,https://samsutech.net/product/samsung-98-4k-uhd-led-tv-ua98du9000/,SAMSUNG 98″ 4K UHD LED TV: UA98DU9000,SAMSUNG 4K UHD LED TV; • CRYSTAL PROCESSOR 4K; • MOTION XCELERATOR 120Hz; • HDR 10+; • OTS LITE; • UHD DIMMING; • 2CH SPEAKER; • SLIM LOOK DESIGN; • 3 BEZEL-LESS DESIGN; • FLAT FEET STAND; BARCODE: 8806095597669
SAMSUNG 208LTR DOUBLE DOOR REFRIGERATOR : RT26HAR2DSA,"KSh62,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa_en-top-mount-freezer-rt28k3082s8-rt22k3082s8-ut-001-front-silver.webp,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-26har2dsa/,Refresh your world with natural goodness: Increases cooling efficiency for longer freshness.,208 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Multi flow Air System; Cool Pack – upto 8 hours; In-built Power Stabilizer; No Frost Technology; Silver Technology Deodorizer; 5 Star Energy Rating; Colour: Silver; Barcode: 8806086033350
SAMSUNG 233LTR DOUBLE DOOR REFRIGERATOR : RT28K3032S8,"KSh67,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa_en-top-mount-freezer-rt28k3082s8-rt22k3082s8-ut-001-front-silver.webp,https://samsutech.net/product/top-mount-freezer-refrigerator-rt-28k3032s8/,"Unparalleled Performance: Greater flexibility, superior organization and more convenient.",233 Litres Capacity; Digital Inverter Compressor with a 20 Year Warranty; Multi flow Air System; In-built Power Stabilizer; No Frost Technology; Cool Pack – upto 8 hours; Silver Technology Deodorizer; A+ Energy Efficiency Class; Colour: Silver; Barcode: 8806088443607
SAMSUNG 98″ 4K Q LED TV SERIES 8 : QA98Q80CAU,"KSh499,990.00",https://samsutech.net/wp-content/uploads/2023/09/Q60D-Image.png,https://samsutech.net/product/samsung-4k-qled-tv-qa98q80cau/,"Unleash a world of unseen wonder: Quantum Dot technology illuminates the SAMSUNG 98″ 4K Q LED, revealing details your eyes craved but never knew existed.",NEURAL QUANTUM PROCESSOR 4K; • ONE BILLION COLOURS; • QUANTUM HDR+; • DIRECT FULL ARRAY CONTRAST; • SUPREME UHD DIMMING; • MOTION XCELERATOR TURBO+; • OBJECT TRACKING SOUND LITE (OTS LITE); • 2.2CH SPEAKER TYPE; • ADAPTIVE SOUND PLUS; • SIMPLE CHAMFER DESIGN; • 3 BEZEL LESS DESIGN; • NEW HEXAGON PLATE STAND; BARCODE: 8806095052144
SAMSUNG 77″ 4K QUANTUM HDR O LED TV : QA77S90DAE,"KSh479,990.00",https://samsutech.net/wp-content/uploads/2023/09/S90D-Image.png,https://samsutech.net/product/samsung-77-4k-quantum-hdr-o-led-tv-qa77s90dae/,SAMSUNG 77″ 4K QUANTUM HDR O LED TV : QA77S90DAE,• NEURAL QUANTUM PROCESSOR 4K; • ONE BILLION COLOURS; • QUANTUM HDR OLED PLUS; • SELF-ILLUMINATING PIXEL CONTRAST; • MOTION XCELERATOR TURBO+; • OBJECT TRACKING SOUND PLUS (OTS PLUS); • 4.2.2CH SPEAKER TYPE; • INFINITY ONE DESIGN; • 4 BEZEL LESS DESIGN; • SLIM OC STAND; BARCODE: 8806095571393
SAMSUNG 18.5KG/9.5KG BESPOKE FRONT LOAD WASHER/DRYER: WD18B6400KV,"KSh234,990.00",https://samsutech.net/wp-content/uploads/2023/09/ae-washers-and-dryerswasher-dryer-combowd6000bk-21kg-black-wd21b6400kv-sp-wd18b6400kv-gu-536455123.png,https://samsutech.net/product/samsung-bespoke-front-load-washer-dryer-wd18b6400kv/,SAMSUNG 18.5KG/9.5KG BESPOKE FRONT LOAD WASHER/DRYER: WD18B6400KV,18.5 KG WASHING CAPACITY• 9.5 KG DRYING CAPACITY• AI CONTROL• SMART WIFI EMBEDDED• SMART THINGS APP SUPPORT• ECO BUBBLE TECHNOLOGY• CHILD LOCK• SWIRL PLUS DRUM• SPIN SPEED 1100RPM• HOT AND COLD WATER INLET• TEMPERED GLASS DOOR• BLACK BODY COLOUR
SAMSUNG 17KG/10KG FRONT LOAD WASHER/DRYER: WD17T6300GP,"KSh214,990.00",https://samsutech.net/wp-content/uploads/2023/09/my-wd6000t-wd22t6500gvco-431584-wd17t6300gp-sp-533231100.webp,https://samsutech.net/product/samsung-front-load-washer-dryer-wd17t6300gp/,SAMSUNG 17KG/10KG FRONT LOAD WASHER/DRYER: WD17T6300GP,17KG WASHING CAPACITY; • 10KG DRYING CAPACITY; • AI CONTROL; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • ECO BUBBLE TECHNOLOGY; • CHILD LOCK; • SWIRL PLUS DRUM; • SPIN SPEED 1100RPM; • HOT AND COLD WATER INLET; • TINT DOOR; • INOX BODY COLOUR; BARCODE: 8806094497601
SAMSUNG 12KG/8KG BESPOKE FRONT LOAD WASHER/DRYER: WD12BB944DGB,"KSh176,990.00",https://samsutech.net/wp-content/uploads/2023/09/sg-wd9400b-wd12bb944dgbsp-536404995.avif,https://samsutech.net/product/bespoke-washer-dryer-combo-with-auto-dispense-black-wd12bb944dgb/,SAMSUNG 12KG/8KG BESPOKE FRONT LOAD WASHER/DRYER: WD12BB944DGB,12KG WASHING CAPACITY; • 8KG DRYING CAPACITY; • AI CONTROL; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • ECO BUBBLE TECHNOLOGY; • RINSE AND SPIN; • AUTO DISPENSE; • CHILD LOCK; • SWIRL DRUM; • SPIN SPEED 1400RPM; • 15 MINUTE QUICK WASH; • TEMPERED GLASS DOOR; • BLACK BODY COLOUR; Barcode: 8806094935813
SAMSUNG 12KG BESPOKE FRONT LOAD WASHING MACHINE : WW12BB944DGM,"KSh152,990.00",https://samsutech.net/wp-content/uploads/2023/09/Stylish-Designs-Accessories-for-Your-Beloved-Dog-2.png,https://samsutech.net/product/samsung-12kg-bespoke-front-load-washer-white-ww12bb944dgmnq/,SAMSUNG 12KG BESPOKE FRONT LOAD WASHING MACHINE : WW12BB944DGM,• 12KG WASHING CAPACITY; • AI CONTROL; • SMART WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • ECO BUBBLE TECHNOLOGY; • CHILD LOCK; • SWIRL DRUM; • SPIN SPEED 1400RPM; • 15 MINUTE QUICK WASH; • TEMPERED GLASS DOOR; • WHITE BODY COLOUR; Barcode: 8806094935844
SAMSUNG 3.1.2 CHANNEL SOUND BAR: HW-Q600C/ZN,"KSh64,990.00",https://samsutech.net/wp-content/uploads/2024/06/61uP6zSZ4VL._AC_SL1500_.jpg,https://samsutech.net/product/samsung-3-1-2-channel-sound-bar-hw-q600c-zn/,SAMSUNG 3.1.2 CHANNEL SOUND BAR: HW-Q600C/ZN,SAMSUNG SOUND BAR; • 3.1.2 CHANNEL; • WIRELESS SUBWOOFER; • DTS VIRTUAL: X SUPPORT; • DOLBY ATMOS SUPPORT; • Q-SYMPHONY COMPABILITY; • HDR10 + COMPABILITY; • BLUETOOTH; • USB; • WALL MOUNT INCLUDED; • ONE REMOTE CONTROL; BARCODE: 8806094901887
SAMSUNG 9KG/6KG FRONT LOAD WASHER/DRYER: WD90T554DBN,"KSh114,990.00",https://samsutech.net/wp-content/uploads/2023/06/africa-en-combo-wd80t554dbws3-wd90t554dbn-nq-422962436.webp,https://samsutech.net/product/front-load-washing-machine-dryer-wd90t554dbn/,SAMSUNG 9KG/6KG FRONT LOAD WASHER/DRYER: WD90T554DBN,"9.0kg Washing / 6kg Drying Capacity; 24 Months Warranty; Digital Inverter Motor with a 20 Year Warranty; Add Wash during Cycle; AI Control; 1,400rpm Spin Speed; Smart WiFi Embedded; Smart Things App Support; Eco Bubble Technology; Bubble Soak; Diamond Drum; 15 Minute Quick Wash; Air Wash; Hygiene Steam; Stay Clean Drawer; 22 Cycle Options; Delay End; Child Lock; Door: Tint Door + Black Deco; Body Colour: Inox; Barcode: 8806092233584"
SAMSUNG 32LTR CONVECTION MICROWAVE OVEN: MC32DG7646CK,"KSh39,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-1-3.png,https://samsutech.net/product/samsung-32ltr-convection-microwave-oven-mc32dg7646ck/,SAMSUNG 32LTR CONVECTION MICROWAVE OVEN: MC32DG7646CK,SAMSUNG CONVECTION MICROWAVE; OVEN; • 32 LITRES CAPACITY; • 7 POWEL LEVELS; • 900 WATTS OUTPUT; • CERAMIC ENAMEL CAVITY; • DROP DOWN DOOR; • TOUCH & DIALCONTROL METHOD; • LED DISPLAY; • SHEATH HEATER GRILL; • QUARTZ CONVECTION HEATER; • 40˚C TO 200˚C CONVECTION; TEMPERATURE; • WIFI EMBEDDED; • SMART THINGS APP SUPPORT; • AUTO COOK; • AIR FRY; • CRUSTY PLATE; • BLACK COLOR; • NETT DIMENSIONS (WXHXD); 523 X 330 X 515 MM; BARCODE: 8806095506692
SAMSUNG 40LTR GRILL MICROWAVE OVEN: MG40DG5525AG,"KSh30,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-8-1.png,https://samsutech.net/product/samsung-40ltr-grill-microwave-oven-mg40dg5525ag/,SAMSUNG 40LTR GRILL MICROWAVE OVEN: MG40DG5525AG,SAMSUNG GRILL MICROWAVE OVEN; • 40 LITRES CAPACITY; • 6 POWEL LEVELS; • 900 WATTS OUTPUT; • CERAMIC ENAMEL CAVITY; • RECESSED HANDLE; • TOUCH CONTROL METHOD; • LED DISPLAY; • SHEATH HEATER GRILL; • ECO MODE; • AUTO COOK; • HOME DESSERT; • POWER DEFROST; • CHILD LOCK; • BLACK STAINLESS STEEL; • NETT DIMENSIONS (WXHXD); 555 X313 X 469 MM; BARCODE: 8806095506937
SAMSUNG 23L GRILL MICROWAVE: MG23K3575AK,"KSh21,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-4-1.png,https://samsutech.net/product/samsung-23l-grill-microwave-mg23k3575ak/,SAMSUNG 23L GRILL MICROWAVE: MG23K3575AK,SAMSUNG GRILL MICROWAVE; •23 LITRES CAPACITY; •6 POWEL LEVELS; •800 WATTS OUTPUT; •CERAMIC ENAMEL CAVITY; •DOOR TYPE HANDLE; •TACT & DIAL CONTROL METHOD; •LED DISPLAY; •ECO MODE; •SHEATH GRILL HEATER; •CHILD LOCK; •BLACK COLOR; •NETT DIMENSIONS (WXHXD); 489 X 275 X 392 MM; BARCODE: 8806088219325
SAMSUNG 30LTR BESPOKE GRILL MICROWAVE OVEN : MG30T5018AK,"KSh27,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-7-1.png,https://samsutech.net/product/bespoke-grill-microwave-oven-mg-30t5018ak/,Cook Even Better: The Triple Distribution System makes sure that everything you cook is perfectly prepared and delicious by ensuring food is cooked much more thoroughly and evenly.,30 Litres Capacity; 6 Power Levels; 900 Watts Output; Ceramic Enamel Cavity; Touch Control; Side Swing with Handle Door Type; ECO Mode; Sheath Grill Heater; Auto Cook; Home Dessert; Power Defrost; LED (White) Display; Child Safety Lock; Glass Touch; Colour: Pure Black; Barcode: 8806094788662
SAMSUNG 90*60CM 5 GAS (1 WOK) FREE STANDING COOKER : NY90T5010SS,"KSh119,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-7.png,https://samsutech.net/product/free-standing-cooker-ny90t5010ss/,Easy Convenient Cooking: Cook food evenly and in a flash with a powerful Triple Power Burner. You can cook a wide variety of dishes using the optimal heat.,"95 Litres Wide Electric Oven; 5 Gas Burners with Triple Power Wok Burner; Stylish Mirror Door; 3 Touch Digital Control Panel; Dual Fan Oven; Flexible 2 Step Electric Power Grill; Integrated Ignition; Cast Iron Grids; Clock, Cook & End Timer; Storage Compartment; Accessories: Deep Tray, Splash Back, Wok Support; Colour: Fully Stainless Steel; Barcode: 8806090802935"
SAMSUNG 40LTR GRILL MICROWAVE OVEN: MG40DG5524AT,"KSh29,990.00",https://samsutech.net/wp-content/uploads/2023/06/Untitled-design-2-3.png,https://samsutech.net/product/samsung-40ltr-grill-microwave-oven-mg40dg5524at/,SAMSUNG 40LTR GRILL MICROWAVE OVEN: MG40DG5524AT,SAMSUNG GRILL MICROWAVE OVEN; • 40 LITRES CAPACITY; • 6 POWEL LEVELS; • 900 WATTS OUTPUT; • CERAMIC ENAMEL CAVITY; • RECESSED HANDLE; • TACT & DIAL CONTROL METHOD; • LED DISPLAY; • SHEATH HEATER GRILL; • ECO MODE; • AUTO COOK; • HOME DESSERT; • DEODORIZATION; • POWER DEFROST; • CHILD LOCK; • STAINLESS STEEL; • NETT DIMENSIONS (WXHXD); 555 X 313 X 488 MM; BARCODE: 8806095506920
